City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Lichinga,MZ,-13.3128,35.2406,64.49,94,75,12.66,broken clouds
466,Bonnyville,CA,54.2668,-110.735,-2.88,95,100,9.55,snow
467,Tarakan,ID,3.3,117.6333,77.58,80,98,7.05,overcast clouds
468,Antigonish,CA,45.6169,-61.9986,33.15,96,100,9.89,snow
469,Kahului,US,20.8947,-156.47,83.46,61,0,5.75,clear sky
470,Dharchula,IN,29.85,80.5333,32.36,77,12,8.75,few clouds
471,Republic,US,37.12,-93.4802,31.39,54,0,1.99,clear sky
472,Dickson,US,36.077,-87.3878,29.34,90,100,1.99,overcast clouds
473,Glasgow,GB,55.8652,-4.2576,38.66,79,40,16.11,scattered clouds
474,Bastrop,US,32.7562,-91.8724,35.28,77,100,5.01,overcast clouds
475,Toora-Khem,RU,52.4675,96.11,-22.0,100,93,0.63,overcast clouds
476,Botwood,CA,49.1499,-55.3482,20.68,94,100,10.29,snow
477,Cockburn Town,TC,21.4612,-71.1419,80.56,50,20,11.5,few clouds
478,Lingyuan,CN,41.24,119.4011,6.26,56,0,5.14,clear sky
479,Muisne,EC,0.6,-80.0333,82.51,74,40,9.51,scattered clouds
480,Novyy Rogachik,RU,48.6768,44.0608,29.3,93,100,9.95,light snow
481,Victoria,HK,22.2855,114.1577,58.24,77,98,3.0,overcast clouds
482,Khovu-Aksy,RU,51.1333,93.6,-13.11,91,4,5.01,clear sky
483,Saint-Joseph,RE,-21.3667,55.6167,79.16,84,100,22.7,moderate rain
484,Haapiti,PF,-17.5667,-149.8667,83.93,72,2,14.34,clear sky
485,Sistranda,NO,63.7256,8.834,38.89,94,100,45.28,light rain
486,El Vigia,VE,8.6219,-71.6506,87.04,56,57,3.51,broken clouds
487,Homer,US,59.6425,-151.5483,33.69,78,100,8.05,overcast clouds
488,Coihaique,CL,-45.5752,-72.0662,73.35,28,20,6.91,few clouds
489,Ugoofaaru,MV,5.6667,73.0,80.69,72,8,11.1,clear sky
490,Itoman,JP,26.1247,127.6694,59.38,58,100,19.57,overcast clouds
491,Fort Saint James,CA,54.4333,-124.25,37.31,97,85,6.73,overcast clouds
492,Yagodnoye,RU,62.55,149.6667,-26.55,94,97,4.59,overcast clouds
493,Tutoia,BR,-2.7619,-42.2744,84.18,85,100,11.05,heavy intensity rain
494,Umarizal,BR,-5.9906,-37.8144,83.26,60,100,9.98,overcast clouds
495,Singkawang,ID,0.9,109.0,75.0,93,100,5.79,overcast clouds
496,Naze,JP,28.3667,129.4833,53.44,53,100,17.11,overcast clouds
497,Teknaf,BD,20.8624,92.3058,62.94,83,0,5.19,clear sky
498,Novorudnyy,RU,51.5026,58.1873,12.69,94,100,10.4,overcast clouds
499,Gagra,GE,43.3283,40.2239,36.52,98,100,10.13,moderate rain
500,Sibolga,ID,1.7427,98.7792,73.65,89,100,4.5,overcast clouds
501,Udimskiy,RU,61.1417,45.9144,-5.82,100,98,2.08,overcast clouds
502,Chiredzi,ZW,-21.05,31.6667,75.06,74,69,5.19,light rain
503,Ambilobe,MG,-13.2,49.05,76.44,90,100,11.56,moderate rain
504,Gamboma,CG,-1.8764,15.8644,76.51,75,100,3.36,overcast clouds
505,Nipawin,CA,53.3668,-104.0009,-16.56,76,75,6.91,broken clouds
506,Ponnani,IN,10.767,75.9252,74.52,82,58,5.7,broken clouds
507,Hovd,MN,48.0056,91.6419,-10.71,79,7,3.8,clear sky
508,Bayanday,RU,53.0661,105.5139,-6.77,99,100,1.61,overcast clouds
509,Ust-Tarka,RU,55.5672,75.705,13.55,82,100,10.51,overcast clouds
510,Batagay-Alyta,RU,67.8006,130.4114,-26.93,99,8,2.44,clear sky
511,Bac Lieu,VN,9.285,105.7244,78.3,74,50,22.24,scattered clouds
512,Conceicao Do Araguaia,BR,-8.2578,-49.2647,81.32,82,88,4.23,overcast clouds
513,Necochea,AR,-38.5473,-58.7368,68.04,57,100,8.23,moderate rain
514,Grants,US,35.1473,-107.8514,30.43,34,0,9.22,clear sky
515,Nanortalik,GL,60.1432,-45.2371,11.19,75,100,42.99,light snow
516,Marawi,PH,7.9986,124.2928,64.65,93,100,2.19,overcast clouds
517,Martapura,ID,-3.4167,114.85,75.29,94,20,3.44,few clouds
518,Auki,SB,-8.7676,160.7034,80.46,87,100,6.98,overcast clouds
519,Tiznit,MA,29.5833,-9.5,62.11,40,99,2.66,overcast clouds
520,Nioro,GM,13.35,-15.75,84.85,9,0,7.38,clear sky
521,Tocopilla,CL,-22.092,-70.1979,73.06,68,20,15.86,few clouds
522,Togur,RU,58.3631,82.8265,20.86,85,100,11.48,overcast clouds
523,Chakwal,PK,32.9334,72.8585,45.05,73,0,2.26,clear sky
524,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,94,20,13.02,few clouds
525,Leningradskiy,RU,69.3833,178.4167,-15.79,90,33,9.6,scattered clouds
526,Hastings,GB,50.8552,0.5729,42.53,75,69,18.88,broken clouds
527,Kathmandu,NP,27.7167,85.3167,41.22,100,75,3.44,broken clouds
528,Pimentel,PE,-6.8367,-79.9342,79.09,57,0,19.57,clear sky
529,Cortez,US,37.3489,-108.5859,38.41,37,0,2.04,clear sky
530,Ormara,PK,25.2088,64.6357,70.92,55,1,16.2,clear sky
531,Urengoy,RU,65.9667,78.3667,14.45,96,100,4.07,light snow
532,North Bend,US,43.4065,-124.2243,49.15,100,100,6.91,overcast clouds
533,Axim,GH,4.8699,-2.2405,79.61,83,24,5.57,few clouds
534,Puerto Varas,CL,-41.3195,-72.9854,69.85,55,40,10.36,scattered clouds
535,Gigmoto,PH,13.7796,124.39,75.74,89,100,9.86,light rain
536,Sol-Iletsk,RU,51.1631,54.9918,27.32,82,100,13.56,light snow
537,Cabedelo,BR,-6.9811,-34.8339,84.87,66,19,12.37,few clouds
538,Carutapera,BR,-1.195,-46.02,77.05,92,99,6.58,overcast clouds
539,Alexandria,EG,31.2156,29.9553,57.16,62,40,14.97,scattered clouds
540,Benguela,AO,-12.5763,13.4055,75.02,73,95,4.81,overcast clouds
541,Oussouye,SN,12.485,-16.5469,84.38,51,2,6.91,clear sky
542,Moree,AU,-29.4667,149.85,57.22,77,0,5.75,clear sky
543,Qaqortoq,GL,60.7167,-46.0333,7.3,72,15,21.59,few clouds
544,Chuguyevka,RU,44.1653,133.8633,-6.92,100,100,1.63,overcast clouds
545,Avera,US,33.194,-82.5271,67.51,92,100,10.07,light rain
546,Vila Do Maio,CV,15.1333,-23.2167,74.19,83,0,11.77,clear sky
547,Sovetskiy,RU,61.3614,63.5842,3.36,97,100,1.54,overcast clouds
548,Oxapampa,PE,-10.5775,-75.4017,64.58,92,93,2.89,overcast clouds
549,Solnechnyy,RU,50.7214,136.6319,0.3,98,100,1.12,overcast clouds
550,Oxford,GB,51.7522,-1.256,41.05,82,0,6.91,clear sky
551,Alindao,CF,5.0267,21.2088,79.65,24,77,1.59,broken clouds
552,Sidney,AU,-33.8679,151.2073,69.31,72,75,1.99,light rain
553,Spassk-Dalniy,RU,44.5978,132.8211,-4.68,97,99,3.13,overcast clouds
554,Constitucion,CL,-35.3333,-72.4167,67.59,71,19,17.09,few clouds
555,Eenhana,NA,-17.4667,16.3333,69.84,72,100,5.26,light rain
556,Sept-Iles,CA,50.2001,-66.3821,5.52,43,20,5.75,few clouds
557,Kudahuvadhoo,MV,2.6708,72.8944,81.45,74,62,9.06,broken clouds
558,Kasongo-Lunda,CD,-6.4667,16.8167,69.46,94,99,1.3,overcast clouds
559,Arinos,BR,-15.9169,-46.1056,79.2,81,99,2.37,light rain
560,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.59,63,75,6.71,broken clouds
561,Kaura Namoda,NG,12.5898,6.5779,67.26,13,1,10.02,clear sky
562,Maple Creek,CA,49.9168,-109.4848,39.25,56,95,13.8,overcast clouds
563,Bull Savanna,JM,17.8868,-77.5902,77.76,69,42,2.77,scattered clouds
564,Bahia Blanca,AR,-38.7196,-62.2724,66.87,81,100,11.95,overcast clouds
565,Bozeman,US,45.6796,-111.0386,36.21,52,100,3.0,overcast clouds
566,Danli,HN,14.0333,-86.5833,83.55,30,36,8.59,scattered clouds
567,Abu Zabad,SD,12.35,29.25,66.25,15,87,17.83,overcast clouds
568,Hit,IQ,33.6416,42.8251,52.25,58,31,7.65,scattered clouds
569,Raha,IN,26.2333,92.5167,55.54,92,100,5.68,light rain
570,Antalaha,MG,-14.9003,50.2788,76.93,79,100,3.91,overcast clouds
571,Plettenberg Bay,ZA,-34.0527,23.3716,65.41,70,100,7.67,overcast clouds
572,Mabaruma,GY,8.2,-59.7833,80.31,68,12,7.05,few clouds
573,Ulaangom,MN,49.9811,92.0667,-22.47,93,93,2.77,overcast clouds
574,Iquique,CL,-20.2208,-70.1431,71.64,71,5,10.33,clear sky
575,Gweru,ZW,-19.45,29.8167,64.83,74,21,5.99,few clouds
576,Mountain Home,US,43.133,-115.6912,34.56,100,0,19.57,clear sky
577,Shingu,JP,33.7333,135.9833,41.92,73,41,13.35,scattered clouds
578,Fortuna,US,40.5982,-124.1573,56.43,82,100,1.01,overcast clouds
579,Red Deer,CA,52.2668,-113.802,41.25,73,100,8.05,overcast clouds
580,Margate,GB,51.3813,1.3862,41.95,72,25,3.0,scattered clouds
581,Svetlogorsk,BY,52.6333,29.7333,4.39,100,85,4.88,overcast clouds
582,Kirakira,SB,-10.4544,161.9205,81.79,84,100,8.84,overcast clouds
583,Porterville,US,36.0652,-119.0168,66.76,34,0,5.77,clear sky
584,Charyshskoye,RU,51.3978,83.5598,4.78,90,5,5.06,clear sky
585,Ferkessedougou,CI,9.6,-5.2,78.51,11,41,1.83,scattered clouds
586,Karasuk,RU,53.7377,78.0403,6.08,87,92,8.63,overcast clouds
587,Barkhan,PK,29.8977,69.5256,47.73,35,1,2.37,clear sky
588,Clarence Town,AU,-32.5833,151.7833,70.81,79,70,5.01,broken clouds
589,Acarau,BR,-2.8856,-40.12,80.74,75,87,13.18,overcast clouds
590,Ambon,ID,-3.6954,128.1814,80.69,78,100,6.42,overcast clouds
591,Talaya,RU,61.3833,152.75,-41.3,100,81,1.97,broken clouds
592,Kifri,IQ,34.6959,44.9661,49.93,75,100,1.77,overcast clouds
593,Evensk,RU,61.95,159.2333,15.58,41,0,21.07,clear sky
594,Eureka,US,40.8021,-124.1637,56.68,77,97,1.01,overcast clouds
595,Asfi,MA,32.2994,-9.2372,65.03,53,95,17.0,overcast clouds
596,Barcelona,ES,41.3888,2.159,56.57,87,75,4.61,broken clouds
597,Tahe,CN,52.3333,124.7333,2.35,91,100,7.65,overcast clouds
598,Imbituba,BR,-28.24,-48.6703,80.82,94,100,10.22,light rain
599,Dilijan,AM,40.741,44.8636,26.91,85,100,6.04,overcast clouds
600,Jiuquan,CN,39.7432,98.5174,15.98,39,100,3.74,overcast clouds
601,Lata,PT,40.1629,-8.3327,51.08,96,99,1.68,overcast clouds
602,Makinsk,KZ,52.6292,70.4169,7.38,80,100,6.89,overcast clouds
603,Plavinas,LV,56.6178,25.7255,25.43,95,100,10.92,light snow
604,Sioux Lookout,CA,50.1001,-91.917,1.78,60,20,3.44,few clouds
605,Agadez,NE,19.75,10.25,57.83,22,0,9.04,clear sky
606,Batticaloa,LK,7.7102,81.6924,75.24,74,18,2.08,few clouds
607,Upington,ZA,-28.4478,21.2561,77.38,57,7,4.61,clear sky
608,Nanga Eboko,CM,4.6833,12.3667,71.6,28,12,2.1,few clouds
609,Schweinfurt,DE,50.05,10.2333,45.61,84,100,18.54,light rain
610,Leshukonskoye,RU,64.8989,45.7622,-10.95,100,100,2.98,overcast clouds
611,Saint-Pierre,RE,-21.3393,55.4781,80.24,83,75,4.61,broken clouds
612,Chanthaburi,TH,12.8333,102.1667,68.04,80,5,4.97,clear sky
613,Lorengau,PG,-2.0226,147.2712,80.65,73,77,6.08,broken clouds
614,Shahabad,IN,27.65,79.95,49.24,93,0,6.31,clear sky
615,Magistralnyy,RU,56.1725,107.4458,7.14,97,100,4.14,overcast clouds
616,Bandar-E Lengeh,IR,26.5579,54.8807,69.55,67,0,9.89,clear sky
617,Bar Bigha,IN,25.2167,85.7333,51.66,96,20,0.67,few clouds
618,Vestmannaeyjar,IS,63.4427,-20.2734,30.18,64,100,11.05,overcast clouds
619,Cukai,MY,4.25,103.4167,80.55,91,83,7.31,broken clouds
620,Charters Towers,AU,-20.1,146.2667,72.12,83,79,11.32,broken clouds
621,Tevaitoa,PF,-16.7833,-151.5,80.35,76,58,15.43,light rain
622,Nizhniy Odes,RU,63.6445,54.856,-5.35,100,99,1.86,overcast clouds
623,Galbshtadt,RU,53.2264,78.9845,1.09,90,44,7.72,scattered clouds
624,Moron,AR,-34.6534,-58.6198,82.29,70,100,0.22,light rain
625,Santa Fe,AR,-31.6333,-60.7,83.01,60,100,5.01,light rain
626,Tessalit,ML,20.1986,1.0114,63.54,12,0,10.63,clear sky
627,Fairbanks,US,64.8378,-147.7164,5.81,64,75,5.75,broken clouds
628,Leh,IN,34.1667,77.5833,-3.14,93,100,4.34,overcast clouds
629,San Juan,AR,-31.5375,-68.5364,86.0,22,8,5.53,clear sky
630,Zhaoyang,CN,42.682,126.0305,-7.33,94,16,4.74,few clouds
631,Salta,AR,-24.7859,-65.4117,81.19,70,75,4.0,thunderstorm
632,Olafsvik,IS,64.8945,-23.7142,27.63,71,100,21.65,overcast clouds
633,Olinda,BR,-8.0089,-34.8553,83.93,61,40,9.22,scattered clouds
634,Djambala,CG,-2.5447,14.7533,68.63,87,100,2.8,overcast clouds
635,Olga,RU,43.7444,135.2892,7.2,58,68,14.81,broken clouds
636,Rawson,AR,-43.3002,-65.1023,62.31,63,77,24.76,broken clouds
637,Tagusao,PH,9.1924,117.8141,77.52,83,45,6.06,scattered clouds
638,Marzuq,YE,14.4,46.4667,63.52,50,5,6.17,clear sky
639,Monrovia,LR,6.3005,-10.7969,80.37,81,42,8.08,scattered clouds
640,Ushtobe,KZ,45.2514,77.9838,14.36,90,17,10.36,few clouds
641,Viedma,AR,-40.8135,-62.9967,67.98,66,100,19.51,moderate rain
642,Kongsberg,NO,59.6652,9.6465,34.07,88,6,6.49,clear sky
643,Sechura,PE,-5.5569,-80.8222,80.69,57,19,18.34,few clouds
644,Nadym,RU,65.5333,72.5167,10.78,95,100,7.76,light snow
645,Bentiu,SS,9.2333,29.8333,80.71,15,76,10.58,broken clouds
646,Pathein,MM,16.7833,94.7333,69.46,73,38,3.29,scattered clouds
647,Okato,NZ,-39.2,173.8833,68.92,93,100,13.73,light rain
648,Oblivskaya,RU,48.5362,42.5014,32.27,91,94,6.8,overcast clouds
649,Povorino,RU,51.1945,42.2457,24.22,95,99,8.72,overcast clouds
650,Teya,RU,60.3778,92.6267,16.86,89,100,9.84,overcast clouds
651,Denpasar,ID,-8.65,115.2167,80.26,78,40,18.41,scattered clouds
652,Zhigansk,RU,66.7697,123.3711,-29.38,99,99,5.1,overcast clouds
653,Redmond,US,47.674,-122.1215,51.33,78,93,1.01,overcast clouds
654,Fort-Shevchenko,KZ,44.5086,50.263,37.35,89,100,18.25,overcast clouds
655,Athabasca,CA,54.7169,-113.2854,0.01,95,100,5.28,snow
656,Osakarovka,KZ,50.565,72.5692,5.88,71,11,7.43,few clouds
657,Chitungwiza,ZW,-18.0127,31.0756,63.81,84,65,2.37,light rain
658,Gardabani,GE,41.4605,45.0928,42.89,56,97,18.99,overcast clouds
659,Honiara,SB,-9.4333,159.95,80.67,86,100,4.21,overcast clouds
660,Mandera,KE,3.9366,41.867,81.88,12,36,9.93,scattered clouds
661,Bridgetown,BB,13.1,-59.6167,82.89,61,40,14.97,scattered clouds
662,Quatre Cocos,MU,-20.2078,57.7625,79.09,85,100,16.91,moderate rain
663,Diamantino,BR,-14.4086,-56.4461,83.8,74,67,3.69,moderate rain
664,Wana,PK,32.2989,69.5725,40.62,54,0,0.25,clear sky
665,Sebeta,ET,8.9167,38.6167,57.04,30,20,3.18,few clouds
666,Mocuba,MZ,-16.8392,36.9856,71.47,92,100,2.04,overcast clouds
667,Muyezerskiy,RU,63.9333,31.65,13.42,87,100,14.47,overcast clouds
668,Fontem,CM,5.4685,9.8818,73.83,42,57,0.83,broken clouds
669,Copiapo,CL,-27.3667,-70.3333,69.49,32,0,9.8,clear sky
670,Sirohi,IN,24.8833,72.8667,56.1,32,0,4.74,clear sky
671,Belogorsk,RU,50.9158,128.4611,-22.99,100,86,3.96,overcast clouds
672,Kalabo,ZM,-14.97,22.6814,66.65,92,97,5.01,overcast clouds
673,Sinegorye,RU,62.0788,150.477,-21.51,88,94,0.67,overcast clouds
674,Forbes,AU,-33.3833,148.0167,61.92,65,0,10.2,clear sky
675,Nelson Bay,AU,-32.7167,152.15,70.95,71,79,4.0,light rain
676,Alvdal,NO,62.1077,10.6307,28.24,88,49,6.98,scattered clouds
677,Mandalgovi,MN,45.7625,106.2708,3.63,78,14,7.81,few clouds
678,Port Augusta,AU,-32.5,137.7667,62.74,41,41,4.88,scattered clouds
679,Cap Malheureux,MU,-19.9842,57.6142,79.47,84,100,7.0,overcast clouds
680,La Macarena,CO,2.1837,-73.7849,88.95,46,93,4.81,overcast clouds
681,Henties Bay,NA,-22.116,14.2845,65.86,82,91,3.51,overcast clouds
682,Ignalina,LT,55.35,26.1667,23.77,93,100,12.44,overcast clouds
683,Huarmey,PE,-10.0681,-78.1522,75.52,73,13,11.54,few clouds
684,Saint-Francois,FR,46.4154,3.9054,46.42,88,75,2.3,broken clouds
685,Mount Isa,AU,-20.7333,139.5,67.77,45,18,10.36,few clouds
686,Ochakiv,UA,46.6128,31.5498,33.94,56,5,3.36,clear sky
687,Coruripe,BR,-10.1256,-36.1756,80.22,69,5,12.82,clear sky
688,Touros,BR,-5.1989,-35.4608,83.3,70,17,13.53,few clouds
689,Cocal,BR,-28.6167,-49.35,73.78,97,100,2.53,heavy intensity rain
690,Sabha,LY,27.0377,14.4283,51.62,34,0,5.46,clear sky
691,Iralaya,HN,15.0,-83.2333,81.46,66,7,8.99,clear sky
692,Liverpool,GB,53.4106,-2.9779,42.3,84,75,8.99,broken clouds
693,Mago,RU,53.2514,140.1822,1.78,97,100,5.5,overcast clouds
694,Hirado,JP,33.3597,129.5531,41.36,61,100,27.87,overcast clouds
695,Dovolnoye,RU,54.4958,79.6671,10.24,86,96,10.02,overcast clouds
696,Mahibadhoo,MV,3.7833,72.9667,81.59,74,41,11.5,scattered clouds
697,Harnosand,SE,62.6323,17.9379,32.02,92,100,9.71,overcast clouds
698,Meghri,AM,38.9029,46.2446,38.25,84,100,5.68,overcast clouds
